Column Name,Description in Plain English,Logic / Formula,Source Table(s)
BNP Attributed Logistics,Flag (1/0) for dropped transactions where the logistics error is attributed to the Buyer Network Participant.,"analytics_insight.retail_funnel_v2_bv.""BNP Attributed Logistics""",analytics_insight.retail_funnel_v2_bv
BNP Attribution,Flag (1/0) for dropped transactions where overall error attribution is assigned to the Buyer Network Participant.,"analytics_insight.retail_funnel_v2_bv.""BNP Attribution""",analytics_insight.retail_funnel_v2_bv
BNP Attribution Inventory,Flag (1/0) for dropped transactions where an inventory error is attributed to the Buyer Network Participant.,"analytics_insight.retail_funnel_v2_bv.""BNP Attribution Inventory""",analytics_insight.retail_funnel_v2_bv
BNP Attribution Location,Flag (1/0) for dropped transactions where a location serviceability error is attributed to the Buyer Network Participant.,"analytics_insight.retail_funnel_v2_bv.""BNP Attribution Location""",analytics_insight.retail_funnel_v2_bv
BNP Attribution Merchant,Flag (1/0) for dropped transactions where a merchant error is attributed to the Buyer Network Participant.,"analytics_insight.retail_funnel_v2_bv.""BNP Attribution Merchant""",analytics_insight.retail_funnel_v2_bv
Cancelled (Select - Buyer),Flag (1/0) indicating the transaction reached confirm stage but was subsequently cancelled by the buyer.,"analytics_insight.retail_funnel_v2_bv.""Cancelled (Select - Buyer)""",analytics_insight.retail_funnel_v2_bv
Cancelled (Select - Logistics),Flag (1/0) indicating the transaction reached confirm stage but was subsequently cancelled by logistics.,"analytics_insight.retail_funnel_v2_bv.""Cancelled (Select - Logistics)""",analytics_insight.retail_funnel_v2_bv
Cancelled (Select - Seller),Flag (1/0) indicating the transaction reached confirm stage but was subsequently cancelled by the seller.,"analytics_insight.retail_funnel_v2_bv.""Cancelled (Select - Seller)""",analytics_insight.retail_funnel_v2_bv
Confirm,Flag (1/0) indicating the transaction successfully completed the confirm protocol step without a confirm-stage error.,"analytics_insight.retail_funnel_v2_bv.""Confirm""",analytics_insight.retail_funnel_v2_bv
Confirm to Delivered,Flag (1/0) indicating the order was confirmed and ultimately delivered to the buyer.,"analytics_insight.retail_funnel_v2_bv.""Confirm to Delivered""",analytics_insight.retail_funnel_v2_bv
Confirm to inprocess,Flag (1/0) indicating the order was confirmed and is currently in processing/fulfilment.,"analytics_insight.retail_funnel_v2_bv.""Confirm to inprocess""",analytics_insight.retail_funnel_v2_bv
Confirm_,"Flag (1/0) indicating the transaction progressed to at least the 5th ONDC protocol step (init stage or beyond), a broader funnel-reach indicator.","analytics_insight.retail_funnel_v2_bv.""Confirm_""",analytics_insight.retail_funnel_v2_bv
distance Shared Location,Flag (1/0) for dropped transactions where a distance-based location serviceability error caused the drop (excluding store-timing errors).,"analytics_insight.retail_funnel_v2_bv.""distance Shared Location""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Business Error (absolute),Flag (1/0) indicating the transaction was dropped due to a Business Error.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Business Error (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Internal Error (absolute),Flag (1/0) indicating the transaction was dropped due to an Internal Error.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Internal Error (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Invalid request (absolute),Flag (1/0) indicating the transaction was dropped due to an invalid request error.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Invalid request (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Item not found (absolute),Flag (1/0) indicating the transaction was dropped because the requested item was not found.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Item not found (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Item quantity unavailable (absolute),Flag (1/0) indicating the transaction was dropped because the requested item quantity was unavailable.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Item quantity unavailable (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Location Serviceability error (absolute),Flag (1/0) indicating the transaction was dropped due to a location serviceability error with code 30010.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Location Serviceability error (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Location Serviceability error 30009 (abso,Flag (1/0) indicating the transaction was dropped due to a location serviceability error with code 30009.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Location Serviceability error 30009 (abso""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Maximum order qty exceeded (absolute),Flag (1/0) indicating the transaction was dropped because the order quantity exceeded the maximum allowed.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Maximum order qty exceeded (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Merchant Inactive (absolute),Flag (1/0) indicating the transaction was dropped because the merchant was inactive.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Merchant Inactive (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Merchant unavailable (absolute),Flag (1/0) indicating the transaction was dropped because the merchant was unavailable.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Merchant unavailable (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Minimum order value error (absolute),Flag (1/0) indicating the transaction was dropped because the order value was below the minimum threshold.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Minimum order value error (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Order Confirm Error (absolute),Flag (1/0) indicating the transaction was dropped due to an error at the order confirm stage.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Order Confirm Error (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Order Serviceability error (absolute),Flag (1/0) indicating the transaction was dropped due to an order serviceability error.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Order Serviceability error (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Others (absolute),Flag (1/0) indicating the transaction was dropped due to an unclassified or miscellaneous error.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Others (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error – Stale Request (absolute),Flag (1/0) indicating the transaction was dropped due to a stale or expired request.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error – Stale Request (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error (Init-Confirm) (inventory) absolute,Flag (1/0) indicating the transaction was dropped due to an inventory error occurring between the Init and Confirm protocol steps.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error (Init-Confirm) (inventory) absolute""",analytics_insight.retail_funnel_v2_bv
Drop due to Error (Init-Confirm) (logistics) absolute,Flag (1/0) indicating the transaction was dropped due to a logistics error between the Init and Confirm protocol steps.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error (Init-Confirm) (logistics) absolute""",analytics_insight.retail_funnel_v2_bv
Drop due to Error (Select-Confirm) (absolute),Flag (1/0) indicating the transaction was dropped due to any error between the Select and Confirm protocol steps.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error (Select-Confirm) (absolute)""",analytics_insight.retail_funnel_v2_bv
Drop due to Error (Select-Confirm) (inventory) absolute,Flag (1/0) indicating the transaction was dropped due to an inventory error between Select and Confirm stages.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error (Select-Confirm) (inventory) absolute""",analytics_insight.retail_funnel_v2_bv
Drop due to Error (select-Confirm) (logistics) absolute,Flag (1/0) indicating the transaction was dropped due to a logistics error between Select and Confirm stages.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error (select-Confirm) (logistics) absolute""",analytics_insight.retail_funnel_v2_bv
Drop due to Error (select-Confirm) (merchant) absolute,Flag (1/0) indicating the transaction was dropped due to a merchant error between Select and Confirm stages.,"analytics_insight.retail_funnel_v2_bv.""Drop due to Error (select-Confirm) (merchant) absolute""",analytics_insight.retail_funnel_v2_bv
Drop not due to Error (Select-Confirm) absolute,"Flag (1/0) indicating the transaction was abandoned between Select and Confirm stages without any protocol error (e.g., buyer exit).","analytics_insight.retail_funnel_v2_bv.""Drop not due to Error (Select-Confirm) absolute""",analytics_insight.retail_funnel_v2_bv
Drop not due to Error (Select-Init) absolute,Flag (1/0) indicating the transaction was abandoned between Select and Init stages without any protocol error.,"analytics_insight.retail_funnel_v2_bv.""Drop not due to Error (Select-Init) absolute""",analytics_insight.retail_funnel_v2_bv
Error outside store timing Inventory,Flag (1/0) indicating an inventory error occurred outside the store's configured operating hours.,"analytics_insight.retail_funnel_v2_bv.""Error outside store timing Inventory""",analytics_insight.retail_funnel_v2_bv
Error outside store timing Location,Flag (1/0) indicating a location serviceability error occurred outside the store's operating hours.,"analytics_insight.retail_funnel_v2_bv.""Error outside store timing Location""",analytics_insight.retail_funnel_v2_bv
Error outside store timing Merchant,Flag (1/0) indicating a merchant error occurred outside the store's operating hours.,"analytics_insight.retail_funnel_v2_bv.""Error outside store timing Merchant""",analytics_insight.retail_funnel_v2_bv
Errors Count,Total number of errors encountered across all protocol steps in the transaction.,"analytics_insight.retail_funnel_v2_bv.""Errors Count""",analytics_insight.retail_funnel_v2_bv
Geo Json Shared Location,Flag (1/0) indicating the seller's serviceability zone was defined as a GeoJSON polygon.,"analytics_insight.retail_funnel_v2_bv.""Geo Json Shared Location""",analytics_insight.retail_funnel_v2_bv
GPS Outside India Location,Flag (1/0) indicating the GPS coordinates provided fall outside India's geographic boundaries.,"analytics_insight.retail_funnel_v2_bv.""GPS Outside India Location""",analytics_insight.retail_funnel_v2_bv
Init,Flag (1/0) indicating the transaction reached the Init protocol step.,"analytics_insight.retail_funnel_v2_bv.""Init""",analytics_insight.retail_funnel_v2_bv
Invalid GPS Location,Flag (1/0) indicating invalid or malformed GPS coordinates were provided in the transaction.,"analytics_insight.retail_funnel_v2_bv.""Invalid GPS Location""",analytics_insight.retail_funnel_v2_bv
Item available Inventory,Flag (1/0) indicating the requested item was confirmed available in the seller's inventory.,"analytics_insight.retail_funnel_v2_bv.""Item available Inventory""",analytics_insight.retail_funnel_v2_bv
