Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
"▼ retail_funnel_bv   (view, 64 cols)",,,analytics_insight.retail_funnel_bv,"SELECT f.bpp_id,
    f.bap_id,
    dm.domain,
    f.transaction_id,
    f.provider_id,
    f.order_status,
    f.cancellation_type,
    f.seller_pincode,
    f.provider_name,
    f.delivery_pincode,
    f.is_error,
    f.error_code,
    f.first_seen_date,
    f.hour_of_day,
    f.min_trans_type_sp,
    f.max_trans_type_sp,
    f.max_error_trans_type_sp,
    f.end_trans_type,
    f.qsr,
    snp.seller_np_name AS ""Seller NP"",
    bnp.buyer_np_name AS ""Buyer NP"",
        CASE
            WHEN COALESCE(TRIM(BOTH FROM snp.seller_np_name), ''::text) = COALESCE(TRIM(BOTH FROM bnp.buyer_np_name), ''::text) THEN 'Intra NP'::text
            ELSE 'Inter NP'::text
        END AS ""Call Type"",
    ecc.category AS error_category,
        CASE
            WHEN NULLIF(TRIM(BOTH FROM f.provider_id), ''::text) IS NULL THEN NULL::text
            ELSE (COALESCE(TRIM(BOTH FROM f.bpp_id), ''::text) || '_'::text) || TRIM(BOTH FROM f.provider_id)
        END AS provider_key,
    (f.min_trans_type_sp = 1)::integer AS ""Select"",
    (f.max_trans_type_sp >= 2)::integer AS on_select,
    (f.max_trans_type_sp >= 3)::integer AS ""Init"",
    (f.max_trans_type_sp >= 4)::integer AS on_init,
    (f.max_trans_type_sp >= 5)::integer AS ""Confirm_"",
    (f.max_trans_type_sp = 6)::integer AS on_confirm,
    (f.max_trans_type_sp >= 6 AND lower(TRIM(BOTH FROM f.end_trans_type)) = 'confirm'::text AND (f.max_error_trans_type_sp IS NULL OR f.max_error_trans_type_sp <> 6))::integer AS ""Confirm"",
    (lower(TRIM(BOTH FROM f.end_trans_type)) = 'confirm'::text AND lower(TRIM(BOTH FROM f.order_status)) = 'delivered'::text)::integer AS ""Select to Delivered"",
    (lower(TRIM(BOTH FROM f.end_trans_type)) = 'confirm'::text AND lower(TRIM(BOTH FROM f.order_status)) = 'cancelled'::text)::integer AS ""Select to Cancelled"",
    (lower(TRIM(BOTH FROM f.end_trans_type)) = 'confirm'::text AND lower(TRIM(BOTH FROM f.order_status)) = 'in process'::text)::integer AS ""Confirm to inprocess"",
    (lower(TRIM(BOTH FROM f.end_trans_type)) = 'confirm'::text AND lower(TRIM(BOTH FROM f.order_status)) = 'delivered'::text)::integer AS ""Confirm to Delivered"",
    (lower(TRIM(BOTH FROM f.end_trans_type)) = 'confirm'::text AND lower(TRIM(BOTH FROM f.order_status)) = 'in process'::text)::integer AS ""In Process"",
    (f.max_trans_type_sp <= 2 AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text)::integer AS ""On_Select Error"",
    (f.max_trans_type_sp >= 5 AND f.max_trans_type_sp <= 6 AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text)::integer AS ""On_Confirm Error"",
    (f.max_trans_type_sp = 2 AND lower(TRIM(BOTH FROM f.is_error)) = 'no'::text)::integer AS ""Drop not due to Error (Select-Init) absolute"",
    (f.max_trans_type_sp <= 2 AND TRIM(BOTH FROM ecc.category) = 'Logistics'::text AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text)::integer AS ""Drop due to Error (Select-Init) (logistics) absolute"",
    (f.max_trans_type_sp <= 2 AND TRIM(BOTH FROM ecc.category) = 'Merchant Not Available'::text AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text)::integer AS ""Drop due to Error (Select-Init) (merchant) absolute"",
    (f.max_trans_type_sp <= 2 AND TRIM(BOTH FROM ecc.category) = 'Inventory'::text AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text)::integer AS ""Drop due to Error (Select-Init) (inventory) absolute"",
    (f.max_trans_type_sp <= 2 AND TRIM(BOTH FROM ecc.category) = 'Others'::text AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text)::integer AS ""Drop due to Error (Select-Init) (others) absolute"",
    (f.max_trans_type_sp = 4 AND lower(TRIM(BOTH FROM f.is_error)) = 'no'::text)::integer AS ""Drop not due to Error (Init-Confirm) absolute"",
    (f.max_trans_type_sp >= 3 AND f.max_trans_type_sp <= 4 AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text AND TRIM(BOTH FROM ecc.category) = 'Logistics'::text AND f.max_error_trans_type_sp = f.max_trans_type_sp)::integer AS ""Drop due to Error (Init-Confirm) (logistics) absolute"",
    (f.max_trans_type_sp >= 3 AND f.max_trans_type_sp <= 4 AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text AND TRIM(BOTH FROM ecc.category) = 'Merchant Not Available'::text AND f.max_trans_type_sp = f.max_error_trans_type_sp)::integer AS ""Drop due to Error (Init-Confirm) (merchant) absolute"",
    (f.max_trans_type_sp >= 5 AND f.max_trans_type_sp <= 6 AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text AND TRIM(BOTH FROM ecc.category) = 'Logistics'::text AND f.max_error_trans_type_sp = f.max_trans_type_sp)::integer AS ""Drop due to Error (Confirm-on_confirm) (logistics) absolute"",
    (f.max_trans_type_sp >= 1 AND f.max_trans_type_sp <= 6 AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text AND TRIM(BOTH FROM ecc.category) = 'Others'::text AND f.max_trans_type_sp = f.max_error_trans_type_sp)::integer AS ""Drop due to Error (select-Confirm) (others) absolute"",
    (f.max_trans_type_sp >= 1 AND f.max_trans_type_sp <= 6 AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text AND TRIM(BOTH FROM ecc.category) = 'Logistics'::text AND f.max_trans_type_sp = f.max_error_trans_type_sp)::integer AS ""Drop due to Error (select-Confirm) (logistics) absolute"",
    (f.max_trans_type_sp >= 1 AND f.max_trans_type_sp <= 6 AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text AND TRIM(BOTH FROM ecc.category) = 'Merchant Not Available'::text AND f.max_trans_type_sp = f.max_error_trans_type_sp)::integer AS ""Drop due to Error (select-Confirm) (merchant) absolute"",
    (f.max_trans_type_sp >= 1 AND f.max_trans_type_sp <= 6 AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text AND TRIM(BOTH FROM ecc.category) = 'Inventory'::text AND f.max_trans_type_sp = f.max_error_trans_type_sp)::integer AS ""Drop due to Error (Select-Confirm) (inventory) absolute"",
    (f.max_trans_type_sp >= 3 AND f.max_trans_type_sp <= 4 AND lower(TRIM(BOTH FROM f.is_error)) = 'yes'::text AND TRIM(BOTH FROM ecc.category) = 'Inventory'::text AND f.max_error_trans_type_sp = f.max_trans_type_sp)::integer AS ""Drop due to Error (Init-Confirm) (inventory) absolute"",
    ((f.max_trans_type_sp = ANY (ARRAY[2, 4])) AND (f.max_error_trans_type_sp IS NULL OR f.max_trans_type_sp <> f.max_error_trans_type_sp))::integer AS ""Drop not due to Error (Select-Confirm) absolute"",
    (lower(TRIM(BOTH FROM f.end_trans_type)) = 'confirm'::text AND lower(TRIM(BOTH FROM f.order_status)) = 'cancelled'::text AND lower(TRIM(BOTH FROM f.cancellation_type)) = 'seller'::text)::integer AS ""Cancelled (Select - Seller)"",
    (lower(TRIM(BOTH FROM f.end_trans_type)) = 'confirm'::text AND lower(TRIM(BOTH FROM f.order_status)) = 'cancelled'::text AND lower(TRIM(BOTH FROM f.cancellation_type)) = 'buyer'::text)::integer AS ""Cancelled (Select - Buyer)"",
    (lower(TRIM(BOTH FROM f.end_trans_type)) = 'confirm'::text AND lower(TRIM(BOTH FROM f.order_status)) = 'cancelled'::text AND lower(TRIM(BOTH FROM f.cancellation_type)) = 'logistics'::text)::integer AS ""Cancelled (Select - Logistics)"",
    sp.statename AS ""Seller State"",
    dp.statename AS ""Delivery State"",
    COALESCE(sp.districtname, 'Undefined'::character varying) AS ""Seller City"",
    COALESCE(dp.districtname, 'Undefined'::character varying) AS ""Delivery City"",
    COALESCE(sp.tier, 'Undefined'::character varying) AS ""Seller Tier"",
    COALESCE(dp.tier, 'Undefined'::character varying) AS ""Delivery Tier"",
    COALESCE(sp.zones, 'Undefined'::character varying) AS ""Seller Zone"",
    COALESCE(dp.zones, 'Undefined'::character varying) AS ""Delivery Zone""
   FROM analytics_insight.retail_order_funnel f
     LEFT JOIN dimension.dim_error_code_category ecc ON TRIM(BOTH FROM f.error_code) = TRIM(BOTH FROM ecc.error_code)
     LEFT JOIN dimension.dim_retail_seller_np snp ON f.bpp_id = snp.seller_np::text
     LEFT JOIN dimension.dim_retail_buyer_np bnp ON f.bap_id = bnp.buyer_np::text
     LEFT JOIN dimension.dim_domain_mapping dm ON f.domain = dm.code::text
     LEFT JOIN dimension.dim_pincode sp ON f.seller_pincode = sp.pincode::text
     LEFT JOIN dimension.dim_pincode dp ON f.delivery_pincode = dp.pincode::text;"
bpp_id,Unique identifier of the Seller Network Participant (BPP – Beckn Provider Platform) on the ONDC network.,"analytics_insight.retail_funnel_bv.""bpp_id""",analytics_insight.retail_funnel_bv,
bap_id,Unique identifier of the Buyer Network Participant (BAP – Beckn Application Platform) on the ONDC network.,"analytics_insight.retail_funnel_bv.""bap_id""",analytics_insight.retail_funnel_bv,
domain,"ONDC retail sub-domain or category (e.g., Grocery, F&B) to which the transaction belongs.","analytics_insight.retail_funnel_bv.""domain""",analytics_insight.retail_funnel_bv,
transaction_id,Unique ONDC session ID linking all API calls (select → on_confirm) for a single buyer-seller interaction.,"analytics_insight.retail_funnel_bv.""transaction_id""",analytics_insight.retail_funnel_bv,
provider_id,Identifier of the individual seller or store registered on the BPP platform.,"analytics_insight.retail_funnel_bv.""provider_id""",analytics_insight.retail_funnel_bv,
order_status,"Final lifecycle status of the order (e.g., Delivered, Cancelled, In Process).","analytics_insight.retail_funnel_bv.""order_status""",analytics_insight.retail_funnel_bv,
cancellation_type,"Category indicating who initiated cancellation and the stated reason (Buyer, Seller, Logistics, etc.).","analytics_insight.retail_funnel_bv.""cancellation_type""",analytics_insight.retail_funnel_bv,
seller_pincode,Indian postal (PIN) code of the seller's fulfillment or warehouse location.,"analytics_insight.retail_funnel_bv.""seller_pincode""",analytics_insight.retail_funnel_bv,
provider_name,Display name of the seller or store as registered on the BPP platform.,"analytics_insight.retail_funnel_bv.""provider_name""",analytics_insight.retail_funnel_bv,
delivery_pincode,Indian postal (PIN) code of the buyer's delivery destination.,"analytics_insight.retail_funnel_bv.""delivery_pincode""",analytics_insight.retail_funnel_bv,
is_error,Flag ('yes'/'no') indicating whether any ONDC API error occurred during the transaction.,"analytics_insight.retail_funnel_bv.""is_error""",analytics_insight.retail_funnel_bv,
error_code,Specific ONDC protocol error code returned in an API response during the transaction.,"analytics_insight.retail_funnel_bv.""error_code""",analytics_insight.retail_funnel_bv,
first_seen_date,Calendar date on which the transaction's first API call was observed.,"analytics_insight.retail_funnel_bv.""first_seen_date""",analytics_insight.retail_funnel_bv,
hour_of_day,"Hour of day (0–23) when the transaction's first API call was received, used for time-of-day analysis.","analytics_insight.retail_funnel_bv.""hour_of_day""",analytics_insight.retail_funnel_bv,
min_trans_type_sp,Numeric code of the earliest ONDC API call step reached in the transaction (1 = /select).,"analytics_insight.retail_funnel_bv.""min_trans_type_sp""",analytics_insight.retail_funnel_bv,
max_trans_type_sp,"Numeric code of the furthest ONDC API call step reached in the transaction (1=/select … 6=/on_confirm), representing funnel depth.","analytics_insight.retail_funnel_bv.""max_trans_type_sp""",analytics_insight.retail_funnel_bv,
max_error_trans_type_sp,Numeric code of the most advanced API call step at which an error was recorded in the transaction.,"analytics_insight.retail_funnel_bv.""max_error_trans_type_sp""",analytics_insight.retail_funnel_bv,
end_trans_type,"The final API call type that concluded the transaction (e.g., 'confirm', 'on_select').","analytics_insight.retail_funnel_bv.""end_trans_type""",analytics_insight.retail_funnel_bv,
qsr,Flag indicating whether the seller is classified as a Quick Service Restaurant.,"analytics_insight.retail_funnel_bv.""qsr""",analytics_insight.retail_funnel_bv,
Seller NP,Human-readable name of the Seller Network Participant (BPP) platform.,"analytics_insight.retail_funnel_bv.""Seller NP""",analytics_insight.retail_funnel_bv,
Buyer NP,Human-readable name of the Buyer Network Participant (BAP) platform.,"analytics_insight.retail_funnel_bv.""Buyer NP""",analytics_insight.retail_funnel_bv,
Call Type,Whether buyer and seller are on the same NP platform ('Intra NP') or different platforms ('Inter NP').,"analytics_insight.retail_funnel_bv.""Call Type""",analytics_insight.retail_funnel_bv,
error_category,"Business classification of the error encountered in the transaction (Logistics, Merchant Not Available, Inventory, Others).","analytics_insight.retail_funnel_bv.""error_category""",analytics_insight.retail_funnel_bv,
provider_key,Composite unique key (bpp_id + provider_id) to globally identify a specific seller across the network.,"analytics_insight.retail_funnel_bv.""provider_key""",analytics_insight.retail_funnel_bv,
Select,"Binary flag (1/0) indicating the transaction initiated a /select API call, marking funnel entry.","analytics_insight.retail_funnel_bv.""Select""",analytics_insight.retail_funnel_bv,
on_select,Binary flag (1/0) indicating the BPP returned an /on_select response (funnel step 2 reached).,"analytics_insight.retail_funnel_bv.""on_select""",analytics_insight.retail_funnel_bv,
Init,Binary flag (1/0) indicating the buyer sent an /init API call to begin order initialisation (step 3 reached).,"analytics_insight.retail_funnel_bv.""Init""",analytics_insight.retail_funnel_bv,
on_init,Binary flag (1/0) indicating the BPP returned an /on_init response with order terms (step 4 reached).,"analytics_insight.retail_funnel_bv.""on_init""",analytics_insight.retail_funnel_bv,
Confirm_,Binary flag (1/0) indicating the buyer sent a /confirm request to place the order (step 5 reached).,"analytics_insight.retail_funnel_bv.""Confirm_""",analytics_insight.retail_funnel_bv,
on_confirm,Binary flag (1/0) indicating the BPP returned an /on_confirm acknowledgement (step 6 reached).,"analytics_insight.retail_funnel_bv.""on_confirm""",analytics_insight.retail_funnel_bv,
Confirm,Binary flag (1/0) indicating a clean successful order confirmation: reached on_confirm with no error recorded at that step.,"analytics_insight.retail_funnel_bv.""Confirm""",analytics_insight.retail_funnel_bv,
Select to Delivered,Binary flag (1/0) indicating the transaction entered at Select and the order was ultimately Delivered.,"analytics_insight.retail_funnel_bv.""Select to Delivered""",analytics_insight.retail_funnel_bv,
Select to Cancelled,Binary flag (1/0) indicating the transaction entered at Select but the order was ultimately Cancelled.,"analytics_insight.retail_funnel_bv.""Select to Cancelled""",analytics_insight.retail_funnel_bv,
Confirm to inprocess,Binary flag (1/0) indicating a confirmed order whose current status is In Process (fulfillment started).,"analytics_insight.retail_funnel_bv.""Confirm to inprocess""",analytics_insight.retail_funnel_bv,
Confirm to Delivered,Binary flag (1/0) indicating a confirmed order that reached Delivered status.,"analytics_insight.retail_funnel_bv.""Confirm to Delivered""",analytics_insight.retail_funnel_bv,
In Process,Binary flag (1/0) indicating a confirmed order currently in the In Process fulfillment stage.,"analytics_insight.retail_funnel_bv.""In Process""",analytics_insight.retail_funnel_bv,
On_Select Error,Binary flag (1/0) indicating the transaction encountered an error at or before the on_select step (step ≤ 2).,"analytics_insight.retail_funnel_bv.""On_Select Error""",analytics_insight.retail_funnel_bv,
On_Confirm Error,Binary flag (1/0) indicating the transaction encountered an error at the Confirm or on_confirm step (steps 5–6).,"analytics_insight.retail_funnel_bv.""On_Confirm Error""",analytics_insight.retail_funnel_bv,
